Base License Number,Wave Number,Base Name,DBA,Years,Week Number,Pickup Start Date,Pickup End Date,Total Dispatched Trips,Unique Dispatched Vehicle
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,14,3/27/16,4/2/16,"1,474",32
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,15,4/3/16,4/9/16,981,22
B02395,3,ABATAR INC,UBER-ABATAR LLC,2015,49,11/29/15,12/5/15,57,6
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,15,4/3/16,4/9/16,"80,467","1,897"
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,20,5/8/16,5/14/16,"8,558",197
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,12,3/13/16,3/19/16,"1,353",24
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2017,14,4/2/17,4/8/17,"30,469",582
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2017,4,1/22/17,1/28/17,"28,859",559
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,20,5/8/16,5/14/16,"1,237",28
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,28,7/3/16,7/9/16,"3,808",84
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2015,38,9/13/15,9/19/15,222,3
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,27,6/26/16,7/2/16,"269,927","8,064"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,12,3/13/16,3/19/16,"22,244",498
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2015,50,12/6/15,12/12/15,"8,989",217
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2017,17,4/23/17,4/29/17,"71,372","1,514"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,14,3/27/16,4/2/16,"254,165","5,690"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,1,1/1/16,1/2/16,"15,704","1,170"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,38,9/11/16,9/17/16,"56,711","1,423"
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,15,4/5/15,4/11/15,"52,103","1,391"
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,36,8/28/16,9/3/16,"5,069",90
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,48,11/20/16,11/26/16,"20,962",451
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,48,11/20/16,11/26/16,"125,317","3,059"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,31,7/24/16,7/30/16,"65,004","1,490"
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2017,15,4/9/17,4/15/17,"36,557",721
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,36,8/28/16,9/3/16,"104,699","2,364"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2015,45,11/1/15,11/7/15,56,1
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2015,37,9/6/15,9/12/15,"140,808","2,867"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,2,1/3/16,1/9/16,"6,537",218
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,30,7/17/16,7/23/16,"12,706",278
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,42,10/9/16,10/15/16,"220,325","5,255"
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,50,12/4/16,12/10/16,"65,854","2,314"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2017,17,4/23/17,4/29/17,"332,166","8,550"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,30,7/17/16,7/23/16,"86,192","1,733"
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,38,9/13/15,9/19/15,"73,340","1,703"
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,10,2/28/16,3/5/16,"2,015",43
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2017,7,2/12/17,2/18/17,"34,628",665
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2017,16,4/16/17,4/22/17,"119,358","2,607"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2015,48,11/22/15,11/28/15,686,16
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2015,51,12/13/15,12/19/15,56,2
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2015,51,12/13/15,12/19/15,"1,229",36
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2017,15,4/9/17,4/15/17,"129,553","3,028"
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2015,46,11/8/15,11/14/15,817,16
B02765,1,GRUN LLC,UBER-GRUN LLC,2017,15,4/9/17,4/15/17,"42,540","1,062"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2017,7,2/12/17,2/18/17,"24,406",538
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,11,3/6/16,3/12/16,"1,795",36
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,7,2/7/16,2/13/16,"2,390",36
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,29,7/10/16,7/16/16,"20,712",947
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,46,11/6/16,11/12/16,"16,270",352
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,12,3/13/16,3/19/16,"12,811",291
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,33,8/7/16,8/13/16,"57,857","1,329"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,26,6/19/16,6/25/16,"72,481","1,605"
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,3,1/10/16,1/16/16,934,19
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,35,8/21/16,8/27/16,"11,521",531
B02617,1,WEITER LLC,UBER-WEITER LLC,2017,6,2/5/17,2/11/17,"50,309","1,212"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2015,53,12/27/15,12/31/15,"4,424",223
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2017,10,3/5/17,3/11/17,"207,512","4,386"
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,45,10/30/16,11/5/16,"19,476",389
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,21,5/15/16,5/21/16,"6,381",396
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,26,6/21/15,6/27/15,"57,217","1,461"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,12,3/13/16,3/19/16,"263,153","5,660"
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,18,4/24/16,4/30/16,"2,040",45
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2017,6,2/5/17,2/11/17,"24,810",555
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2015,51,12/13/15,12/19/15,"1,951",44
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2017,14,4/2/17,4/8/17,"67,675","1,610"
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2015,49,11/29/15,12/5/15,905,21
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2015,42,10/11/15,10/17/15,"134,215","2,965"
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,50,12/4/16,12/10/16,"18,785",362
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,40,9/25/16,10/1/16,"3,614",74
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2017,7,2/12/17,2/18/17,"44,828",916
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,28,7/3/16,7/9/16,"61,969","1,594"
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,42,10/9/16,10/15/16,"2,486",46
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,51,12/11/16,12/17/16,"67,200","2,261"
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,24,6/5/16,6/11/16,"39,450",934
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,21,5/15/16,5/21/16,"80,316","1,659"
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,48,11/20/16,11/26/16,"16,390",383
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2015,52,12/20/15,12/26/15,252,8
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,42,10/9/16,10/15/16,"128,163","2,977"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2015,42,10/11/15,10/17/15,"71,488","1,626"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,13,3/22/15,3/28/15,"220,641","5,581"
B02765,1,GRUN LLC,UBER-GRUN LLC,2017,3,1/15/17,1/21/17,"47,559","1,165"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,47,11/13/16,11/19/16,"80,083","1,712"
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,51,12/11/16,12/17/16,"30,380",501
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,24,6/5/16,6/11/16,"1,281",30
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2015,14,3/29/15,4/4/15,"108,575","2,608"
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2015,37,9/6/15,9/12/15,211,5
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,35,8/21/16,8/27/16,"23,137",583
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,38,9/11/16,9/17/16,"12,290",278
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2015,44,10/25/15,10/31/15,"143,003","2,963"
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2015,51,12/13/15,12/19/15,"1,025",20
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,8,2/15/15,2/21/15,"264,991","5,568"
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,43,10/16/16,10/22/16,"112,576","2,518"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,25,6/12/16,6/18/16,"303,586","7,559"
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2015,48,11/22/15,11/28/15,930,19
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,48,11/20/16,11/26/16,"21,823",440
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,43,10/16/16,10/22/16,"241,539","5,337"
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,16,4/10/16,4/16/16,"12,105",269
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,2,1/4/15,1/10/15,"53,982","1,344"
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,46,11/6/16,11/12/16,"15,951",302
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,52,12/18/16,12/24/16,"12,939",322
B02882,4,"ZWANZIG-NY,LLC","UBER-ZWANZIG-NY,LLC",2016,41,10/2/16,10/8/16,"120,678","2,828"
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,9,2/21/16,2/27/16,"1,901",38
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,35,8/21/16,8/27/16,"2,118",48
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,15,4/3/16,4/9/16,"16,963",714
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2015,40,9/27/15,10/3/15,238,4
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2017,1,1/1/17,1/7/17,"295,990","8,529"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2017,3,1/15/17,1/21/17,"72,401","1,661"
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,37,9/4/16,9/10/16,"4,204",93
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,27,6/26/16,7/2/16,"2,916",75
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,52,12/18/16,12/24/16,"30,429",558
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2017,3,1/15/17,1/21/17,"22,865",440
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,15,4/3/16,4/9/16,"282,859","5,676"
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,18,4/24/16,4/30/16,"104,502","2,413"
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,5,1/24/16,1/30/16,"44,402","1,037"
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,31,7/24/16,7/30/16,"4,675",103
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,15,4/5/15,4/11/15,"3,242",108
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2015,33,8/9/15,8/15/15,"94,356","2,253"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2017,12,3/19/17,3/25/17,"21,000",440
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,46,11/6/16,11/12/16,"7,199",140
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,47,11/13/16,11/19/16,"10,027",448
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,24,6/7/15,6/13/15,"73,994","1,790"
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2017,13,3/26/17,4/1/17,"66,477","1,416"
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,4,1/17/16,1/23/16,"2,007",52
B02835,4,DREIST NY LLC,UBER-DREIST NY LLC,2016,3,1/10/16,1/16/16,"118,118","2,835"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2017,14,4/2/17,4/8/17,"309,051","8,367"
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,4,1/17/16,1/23/16,"1,290",34
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,6,1/31/16,2/6/16,"81,768","1,824"
B02395,3,ABATAR INC,UBER-ABATAR LLC,2015,48,11/22/15,11/28/15,224,5
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,19,5/3/15,5/9/15,"10,506",392
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,18,4/24/16,4/30/16,"1,060",24
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,42,10/9/16,10/15/16,"15,317",358
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2015,46,11/8/15,11/14/15,638,9
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,52,12/18/16,12/24/16,"26,937",518
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2016,9,2/21/16,2/27/16,"5,043",118
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,52,12/18/16,12/24/16,"52,159","1,269"
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2015,40,9/27/15,10/3/15,14,1
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2015,52,12/20/15,12/26/15,"12,949",373
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2015,50,12/6/15,12/12/15,"1,259",36
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,45,11/1/15,11/7/15,"47,689","1,228"
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,29,7/10/16,7/16/16,"2,001",55
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2015,42,10/11/15,10/17/15,"1,959",42
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,22,5/22/16,5/28/16,"1,411",33
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,34,8/14/16,8/20/16,"12,838",547
B02765,1,GRUN LLC,UBER-GRUN LLC,2017,7,2/12/17,2/18/17,"48,910","1,118"
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2017,8,2/19/17,2/25/17,"33,590",694
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2016,50,12/4/16,12/10/16,"33,065",560
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,52,12/18/16,12/24/16,"72,464","1,677"
B02617,1,WEITER LLC,UBER-WEITER LLC,2017,13,3/26/17,4/1/17,"50,399","1,193"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,11,3/6/16,3/12/16,"254,919","5,633"
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,35,8/21/16,8/27/16,"15,850",388
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,8,2/14/16,2/20/16,"1,196",29
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2017,16,4/16/17,4/22/17,"46,935","1,097"
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2017,3,1/15/17,1/21/17,"105,685","2,380"
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,30,7/17/16,7/23/16,"12,681",563
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,15,4/3/16,4/9/16,"94,253","1,961"
B02395,3,ABATAR INC,UBER-ABATAR LLC,2016,34,8/14/16,8/20/16,"33,074","1,333"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,1,1/1/16,1/2/16,"5,879",427
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,40,9/25/16,10/1/16,"4,327",91
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,53,12/25/16,12/31/16,"13,422",370
B02617,1,WEITER LLC,UBER-WEITER LLC,2017,11,3/12/17,3/18/17,"50,171","1,179"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,37,9/4/16,9/10/16,"13,659",320
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2016,4,1/17/16,1/23/16,"38,083",980
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,10,2/28/16,3/5/16,"81,707","1,725"
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2016,32,7/31/16,8/6/16,"3,471",80
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,18,4/26/15,5/2/15,"58,512","1,498"
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,19,5/1/16,5/7/16,"8,727",178
B02888,4,"SIEBZEHN-NY,LLC","UBER-SIEBZEHN-NY,LLC",2016,26,6/19/16,6/25/16,"54,315","1,353"
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2017,2,1/8/17,1/14/17,"15,828",339
B02877,4,"ZWOLF-NY, LLC","UBER-ZWOLF-NY, LLC",2017,2,1/8/17,1/14/17,"30,766",568
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,5,1/24/16,1/30/16,"1,199",34
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2015,50,12/6/15,12/12/15,962,20
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,45,10/30/16,11/5/16,"22,929",511
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2017,10,3/5/17,3/11/17,"34,952",621
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,43,10/16/16,10/22/16,"12,828",292
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2017,4,1/22/17,1/28/17,"19,291",386
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,28,7/3/16,7/9/16,"1,893",42
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,45,10/30/16,11/5/16,"138,679","3,260"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,34,8/14/16,8/20/16,"56,399","1,397"
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2015,49,11/29/15,12/5/15,"2,356",57
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,29,7/10/16,7/16/16,"3,775",73
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2015,39,9/20/15,9/26/15,115,3
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,32,7/31/16,8/6/16,"78,997","1,696"
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,10,2/28/16,3/5/16,"66,970","1,693"
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,40,9/27/15,10/3/15,"64,027","1,416"
B02512,1,UNTER LLC,UBER-UNTER LLC,2015,49,11/29/15,12/5/15,"15,708",793
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,25,6/12/16,6/18/16,"9,835",247
B02878,4,"ELF-NY,LLC","UBER-ELF-NY,LLC",2016,4,1/17/16,1/23/16,"14,133",350
B02512,1,UNTER LLC,UBER-UNTER LLC,2016,25,6/12/16,6/18/16,"14,004",626
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2017,16,4/16/17,4/22/17,"63,861","1,388"
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,38,9/11/16,9/17/16,"13,487",315
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2015,47,11/15/15,11/21/15,"88,201","1,889"
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2015,47,11/15/15,11/21/15,"1,106",33
B02617,1,WEITER LLC,UBER-WEITER LLC,2015,41,10/4/15,10/10/15,"66,536","1,686"
B02869,4,"ZEHN-NY,LLC.",UBER-ZEHN-NY LLC,2016,11,3/6/16,3/12/16,"1,145",31
B02879,4,"FUNFZEHN-NY, LLC","UBER-FUNFZEHN-NY, LLC",2016,13,3/20/16,3/26/16,"6,853",197
B02395,3,ABATAR INC,UBER-ABATAR LLC,2017,13,3/26/17,4/1/17,"40,789","1,673"
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,7,2/7/16,2/13/16,"31,478",663
B02865,4,"VIER-NY,LLC",UBER-VIER-NY LLC,2016,14,3/27/16,4/2/16,"1,358",23
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2015,46,11/8/15,11/14/15,270,8
B02875,4,"SECHS-NY, LLC","UBER-SECHS-NY, LLC",2016,41,10/2/16,10/8/16,"18,387",424
B02765,1,GRUN LLC,UBER-GRUN LLC,2015,29,7/12/15,7/18/15,"57,998","1,296"
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2015,39,9/20/15,9/26/15,108,3
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,16,4/12/15,4/18/15,"205,743","5,509"
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,25,6/12/16,6/18/16,"1,136",33
B02872,4,"EINS-NY,LLC","UBER-EINS-NY,LLC",2016,8,2/14/16,2/20/16,844,18
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,44,10/23/16,10/29/16,"335,262","8,419"
B02880,4,"NEUNZEHN-NY, LLC","UBER-NEUNZEHN-NY, LLC",2015,53,12/27/15,12/31/15,"1,155",52
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,7,2/7/16,2/13/16,"10,038",230
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2015,48,11/22/15,11/28/15,62,2
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2017,15,4/9/17,4/15/17,"111,171","2,453"
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2015,6,2/1/15,2/7/15,"240,321","5,379"
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2015,48,11/22/15,11/28/15,127,2
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,21,5/15/16,5/21/16,"10,033",228
B02889,4,"ACHTZEHN-NY, LLC","UBER-ACHTZEHN-NY, LLC",2016,3,1/10/16,1/16/16,"1,506",37
B02867,4,"FUNF-NY, LLC",UBER-FUNF-NY LLC,2016,30,7/17/16,7/23/16,"142,721","3,074"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2016,15,4/3/16,4/9/16,"10,804",255
B02864,4,"SIEBEN-NY,LLC","UBER-SIEBEN-NY,LLC",2017,5,1/29/17,2/4/17,"49,629","1,240"
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,28,7/3/16,7/9/16,"24,834",603
B02866,4,"ZWEI-NY,LLC",UBER-ZWEI-NY LLC,2016,42,10/9/16,10/15/16,"6,900",176
B02871,4,"ACHT-NY,LLC","UBER-ACHT-NY,LLC",2016,50,12/4/16,12/10/16,"30,456",582
B02598,1,HINTER LLC,UBER-HINTER LLC,2015,12,3/15/15,3/21/15,"55,697","1,370"
B02682,1,SCHMECKEN LLC,UBER-SCHMECKEN LLC,2016,34,8/14/16,8/20/16,"223,715","5,040"
B02887,4,"EINUNDZWANZIG-NY, LLC","UBER-EINUNDZWANZIG-NY, LLC",2016,48,11/20/16,11/26/16,"7,118",126
B02884,4,"DREIZEHN-NY, LLC","UBER-DREIZEHN-NY, LLC",2016,9,2/21/16,2/27/16,"3,926",73
B02876,4,"VIERZEHN-NY, LLC","UBER-VIERZEHN-NY, LLC",2017,1,1/1/17,1/7/17,"14,920",344
B02765,1,GRUN LLC,UBER-GRUN LLC,2016,29,7/10/16,7/16/16,"62,829","1,487"
B02870,4,"NEUN-NY,LLC",UBER-NEUN-NY LLC,2015,43,10/18/15,10/24/15,333,5
B02883,4,"SECHZEHN-NY, LLC","UBER-SECHZEHN-NY, LLC",2016,6,1/31/16,2/6/16,"4,926",108
B02764,1,"DANACH-NY,LLC","UBER-DANACH-NY,LLC",2016,9,2/21/16,2/27/16,"326,176","7,715"
B02836,4,DRINNEN-NY LLC,UBER-DRINNEN-NY LLC,2016,44,10/23/16,10/29/16,"83,414","1,767"
